DepartureDate	DepartureYear	DepartureMonth	DepartureDay	FlightNumber	DepartureAirport	ArrivalAirport	Route	ActualFlightTime	ActualTotalFuel	ActualTOW	FLownPassengers	BagsCount	FlightBagsWeight
01/10/2016	2016	10	1	2468	STN	LCJ	STN-LCJ	102	4800	66972	176	32	420
01/10/2016	2016	10	1	2484	LBA	TSF	LBA-TSF	117	4580	64505	162	53	690
01/10/2016	2016	10	1	2507	BCN	CGN	BCN-CGN	108	4970	67426	173	78	1010
01/10/2016	2016	10	1	2508	CGN	BCN	CGN-BCN	117	5397	67498	185	(null)	(null)
01/10/2016	2016	10	1	2531	AGP	BLL	AGP-BLL	175	7250	68206	163	113	1470
01/10/2016	2016	10	1	2548	NYO	AGP	NYO-AGP	245	10916	73702	183	107	1399
01/10/2016	2016	10	1	2591	AGP	SXF	AGP-SXF	177	7344	68514	174	100	1300
01/10/2016	2016	10	1	2622	PDL	LIS	PDL-LIS	109	4920	66573	180	(null)	(null)
01/10/2016	2016	10	1	2672	STN	CIA	STN-CIA	125	5000	65050	173	24	310
01/10/2016	2016	10	1	2915	BRU	PMI	BRU-PMI	118	4790	65122	176	68	850
01/10/2016	2016	10	1	2921	BRU	BCN	BRU-BCN	101	4390	65503	183	43	490
01/10/2016	2016	10	1	2928	BRU	OPO	BRU-OPO	132	5600	67063	178	29	437
01/10/2016	2016	10	1	2931	BRU	LIS	BRU-LIS	151	6616	67553	176	46	690
01/10/2016	2016	10	1	2933	BRU	ALC	BRU-ALC	130	5580	65938	176	50	650
01/10/2016	2016	10	1	3064	TFN	BCN	TFN-BCN	172	7043	67752	177	(null)	(null)
01/10/2016	2016	10	1	3094	BVA	SKG	BVA-SKG	151	6381	65993	161	36	470
01/10/2016	2016	10	1	3096	GDN	WMI	GDN-WMI	84	3200	60442	152	5	70
01/10/2016	2016	10	1	3097	WMI	GDN	WMI-GDN	32	1460	58973	151	(null)	(null)
01/10/2016	2016	10	1	3104	DUB	AMS	DUB-AMS	68	2980	64179	168	68	884
01/10/2016	2016	10	1	3172	EMA	ACE	EMA-ACE	237	10594	72850	185	138	1919
01/10/2016	2016	10	1	3243	BZR	MAN	BZR-MAN	109	4940	66392	178	84	1090
01/10/2016	2016	10	1	3746	PSA	CRL	PSA-CRL	79	3380	63544	170	49	640
01/10/2016	2016	10	1	3805	MAN	FUE	MAN-FUE	239	10210	69022	163	85	1110
01/10/2016	2016	10	1	3842	STN	REU	STN-REU	112	5190	67625	174	86	1170
01/10/2016	2016	10	1	3883	MLA	LTN	MLA-LTN	181	8040	69965	177	87	1130
01/10/2016	2016	10	1	3899	WMI	BGY	WMI-BGY	112	5040	65975	157	42	550
01/10/2016	2016	10	1	3918	STN	PMO	STN-PMO	165	7140	68297	171	75	980
01/10/2016	2016	10	1	3956	CIA	OTP	CIA-OTP	95	4000	64759	171	19	250
01/10/2016	2016	10	1	4054	WMI	EMA	WMI-EMA	140	6113	66791	175	48	620
01/10/2016	2016	10	1	4079	ALC	NCL	ALC-NCL	151	6700	68133	179	76	990
01/10/2016	2016	10	1	4088	MAN	FAO	MAN-FAO	151	6839	69603	186	117	1620
01/10/2016	2016	10	1	4136	WMI	BRS	WMI-BRS	156	6690	67898	175	51	670
01/10/2016	2016	10	1	4195	BGY	STN	BGY-STN	98	3960	64886	160	74	969
01/10/2016	2016	10	1	4231	BGY	BVA	BGY-BVA	80	3720	64741	171	18	240
01/10/2016	2016	10	1	4322	KRK	BLQ	KRK-BLQ	89	3746	62927	163	32	420
01/10/2016	2016	10	1	4331	TFS	MAN	TFS-MAN	240	10730	73956	183	109	1420
01/10/2016	2016	10	1	4348	BLQ	SVQ	BLQ-SVQ	146	6130	66755	177	35	460
01/10/2016	2016	10	1	4468	EMA	AGP	EMA-AGP	149	6770	68424	179	136	1770
01/10/2016	2016	10	1	4477	HHN	SCQ	HHN-SCQ	130	5460	66972	175	78	1010
01/10/2016	2016	10	1	4582	PUY	HHN	PUY-HHN	65	3180	64505	175	119	1549
01/10/2016	2016	10	1	4584	OPO	BCN	OPO-BCN	85	3620	64106	180	27	360
01/10/2016	2016	10	1	4658	BGY	BRI	BGY-BRI	68	3020	63743	184	10	130
01/10/2016	2016	10	1	4704	BGY	BRI	BGY-BRI	70	2830	63036	78	15	200
01/10/2016	2016	10	1	4731	BGY	SXF	BGY-SXF	72	3380	66065	170	39	510
01/10/2016	2016	10	1	4741	GLA	WMI	GLA-WMI	132	5340	64397	167	40	520
01/10/2016	2016	10	1	4852	FCO	CTA	FCO-CTA	52	2630	66337	180	27	360
01/10/2016	2016	10	1	4857	CTA	FCO	CTA-FCO	59	2800	64197	182	37	480
01/10/2016	2016	10	1	4862	CRL	BLQ	CRL-BLQ	75	3100	61313	147	45	390
01/10/2016	2016	10	1	4869	PEG	CRL	PEG-CRL	95	3900	62510	158	55	720
01/10/2016	2016	10	1	4877	BGY	CAG	BGY-CAG	74	3200	65467	182	38	500
01/10/2016	2016	10	1	4879	CIA	CAG	CIA-CAG	51	2300	64070	172	6	80
01/10/2016	2016	10	1	4904	FCO	PMO	FCO-PMO	42	2327	63816	179	62	800
01/10/2016	2016	10	1	4916	PMO	TRN	PMO-TRN	80	3440	63635	180	30	390
01/10/2016	2016	10	1	4932	PMO	BVA	PMO-BVA	132	5720	66827	170	51	750
01/10/2016	2016	10	1	4967	SUF	STN	SUF-STN	166	7250	68877	177	73	950
01/10/2016	2016	10	1	5093	SUF	BGY	SUF-BGY	85	3610	64324	177	19	250
01/10/2016	2016	10	1	5173	BLL	STN	BLL-STN	79	3350	63236	168	43	560
01/10/2016	2016	10	1	5214	HHN	BRI	HHN-BRI	103	4660	68151	174	86	1120
01/10/2016	2016	10	1	5215	BRI	HHN	BRI-HHN	106	4844	66991	178	115	1499
01/10/2016	2016	10	1	5234	MLA	NRN	MLA-NRN	154	6550	64832	147	59	770
01/10/2016	2016	10	1	5235	NRN	ACE	NRN-ACE	256	10980	71870	172	108	1400
01/10/2016	2016	10	1	5316	SCQ	MAD	SCQ-MAD	55	2420	64070	180	24	310
01/10/2016	2016	10	1	5318	SCQ	MAD	SCQ-MAD	53	2313	64469	181	35	460
01/10/2016	2016	10	1	5352	MAD	RBA	MAD-RBA	72	3392	63870	144	72	940
01/10/2016	2016	10	1	5355	IBZ	MAD	IBZ-MAD	50	2430	64650	177	53	690
01/10/2016	2016	10	1	5485	OPO	MAD	OPO-MAD	42	2130	63363	171	29	380
01/10/2016	2016	10	1	5599	HAU	ALC	HAU-ALC	202	8971	70782	187	120	1560
01/10/2016	2016	10	1	5713	FAO	HHN	FAO-HHN	150	6889	69349	184	100	1299
01/10/2016	2016	10	1	5775	GLA	DUB	GLA-DUB	35	1621	56832	111	19	240
01/10/2016	2016	10	1	5876	FAO	HHN	FAO-HHN	157	7165	70183	180	117	1530
01/10/2016	2016	10	1	5991	MAD	STN	MAD-STN	112	4712	64832	172	56	730
01/10/2016	2016	10	1	5994	STN	MAD	STN-MAD	126	5540	67807	178	37	480
01/10/2016	2016	10	1	6006	LIL	MRS	LIL-MRS	78	3490	64759	164	20	260
01/10/2016	2016	10	1	6253	PIK	LPA	PIK-LPA	267	11710	72705	177	93	1210
01/10/2016	2016	10	1	6254	LPA	PIK	LPA-PIK	258	11090	70999	168	89	1160
01/10/2016	2016	10	1	6316	CRL	MRS	CRL-MRS	80	3700	65848	173	74	480
01/10/2016	2016	10	1	6317	MRS	CRL	MRS-CRL	83	3598	63435	166	45	590
01/10/2016	2016	10	1	6324	MXP	SOF	MXP-SOF	100	4077	63290	161	31	410
01/10/2016	2016	10	1	6329	SOF	BCN	SOF-BCN	160	6500	67916	176	58	750
01/10/2016	2016	10	1	6341	BCN	FCO	BCN-FCO	76	3370	63381	169	24	310
01/10/2016	2016	10	1	6354	BGY	BCN	BGY-BCN	77	3190	63326	176	11	140
01/10/2016	2016	10	1	6373	ACE	BCN	ACE-BCN	158	6620	66265	161	47	610
01/10/2016	2016	10	1	6384	BCN	SDR	BCN-SDR	59	2630	63508	157	14	180
01/10/2016	2016	10	1	6391	GRO	NRN	GRO-NRN	101	4280	65267	175	87	1130
01/10/2016	2016	10	1	6446	CRL	SKG	CRL-SKG	146	6180	66374	161	72	690
01/10/2016	2016	10	1	6452	PMO	BGY	PMO-BGY	79	3640	65721	167	17	220
01/10/2016	2016	10	1	6532	OPO	MRS	OPO-MRS	103	4640	67517	176	56	730
01/10/2016	2016	10	1	6653	AGP	EDI	AGP-EDI	179	8158	69294	179	84	1090
01/10/2016	2016	10	1	6698	EDI	LPA	EDI-LPA	261	11480	73956	186	128	1660
01/10/2016	2016	10	1	6702	IBZ	BLQ	IBZ-BLQ	87	3730	64523	173	52	680
01/10/2016	2016	10	1	6703	IBZ	CIA	IBZ-CIA	84	3610	63199	164	31	400
01/10/2016	2016	10	1	6726	HHN	PSR	HHN-PSR	88	3506	63852	184	47	620
01/10/2016	2016	10	1	6874	BCN	DUB	BCN-DUB	136	5900	65757	169	69	900
01/10/2016	2016	10	1	6875	DUB	BCN	DUB-BCN	126	5380	65957	181	104	1352
01/10/2016	2016	10	1	6912	MST	GRO	MST-GRO	98	4032	60787	117	37	550
01/10/2016	2016	10	1	6932	CRL	RBA	CRL-RBA	187	7882	68714	172	138	1200
01/10/2016	2016	10	1	7000	FCO	BRU	FCO-BRU	97	4300	62365	158	30	390
01/10/2016	2016	10	1	7010	BRU	FCO	BRU-FCO	101	4080	63725	173	23	307
01/10/2016	2016	10	1	7024	WMI	RYG	WMI-RYG	85	3580	62056	165	65	850
01/10/2016	2016	10	1	7045	AGP	DUB	AGP-DUB	158	6853	69276	189	96	1250
01/10/2016	2016	10	1	7069	SKG	CIA	SKG-CIA	85	3530	64614	185	28	360
01/10/2016	2016	10	1	7148	DUB	VNO	DUB-VNO	155	6600	66192	175	76	988
01/10/2016	2016	10	1	7156	DUB	MAD	DUB-MAD	121	5600	68823	187	152	1976
01/10/2016	2016	10	1	7198	HAM	PMI	HAM-PMI	144	6195	67934	187	(null)	(null)
01/10/2016	2016	10	1	7242	DUB	MLA	DUB-MLA	202	8984	71834	175	141	(null)
01/10/2016	2016	10	1	7257	MAD	DUB	MAD-DUB	127	5651	67190	175	71	920
01/10/2016	2016	10	1	7339	BOD	SVQ	BOD-SVQ	84	3650	64415	179	50	650
01/10/2016	2016	10	1	7356	DUB	BSL	DUB-BSL	110	5100	64560	139	71	923
01/10/2016	2016	10	1	7407	CPH	LTN	CPH-LTN	93	3823	64923	177	25	220
01/10/2016	2016	10	1	7412	EIN	FAO	EIN-FAO	170	7400	69929	181	109	1420
01/10/2016	2016	10	1	7465	TUF	OPO	TUF-OPO	101	4372	65031	177	27	350
01/10/2016	2016	10	1	7475	BVA	OPO	BVA-OPO	115	5079	65158	171	18	240
01/10/2016	2016	10	1	7493	GLA	STN	GLA-STN	56	2594	62836	169	24	310
01/10/2016	2016	10	1	7495	GLA	STN	GLA-STN	58	2826	63072	171	30	390
01/10/2016	2016	10	1	7729	RAK	MAD	RAK-MAD	102	4644	65612	176	(null)	(null)
01/10/2016	2016	10	1	7793	MLA	BLQ	MLA-BLQ	100	4080	63290	158	48	620
01/10/2016	2016	10	1	7844	EDI	CFU	EDI-CFU	197	8410	69004	159	99	1290
01/10/2016	2016	10	1	7845	CFU	EDI	CFU-EDI	205	9133	70274	181	100	1300
01/10/2016	2016	10	1	7893	GOT	EDI	GOT-EDI	95	4140	62728	161	40	520
01/10/2016	2016	10	1	7951	BGY	CTA	BGY-CTA	87	3900	65993	188	45	590
01/10/2016	2016	10	1	7973	STN	BSL	STN-BSL	73	3400	65122	154	66	860
01/10/2016	2016	10	1	8023	CRL	CCF	CRL-CCF	85	3810	65557	168	60	410
01/10/2016	2016	10	1	8024	CCF	CRL	CCF-CRL	87	3492	62764	169	62	809
01/10/2016	2016	10	1	8166	STN	TFS	STN-TFS	249	10740	72614	180	97	650
01/10/2016	2016	10	1	8183	FUE	STN	FUE-STN	220	9878	70111	173	90	1170
01/10/2016	2016	10	1	8364	SVQ	STN	SVQ-STN	142	6300	68333	175	83	1080
01/10/2016	2016	10	1	8389	ZAD	STN	ZAD-STN	125	5270	66211	171	62	8000
01/10/2016	2016	10	1	8405	STN	WRO	STN-WRO	89	4210	67752	178	20	260
01/10/2016	2016	10	1	8412	BGY	BUD	BGY-BUD	65	3038	64415	176	68	880
01/10/2016	2016	10	1	8506	GDN	RYG	GDN-RYG	70	2940	(null)	142	57	750
01/10/2016	2016	10	1	8518	PMI	RYG	PMI-RYG	182	7447	65104	138	76	990
01/10/2016	2016	10	1	8603	VLC	NRN	VLC-NRN	124	5170	65122	168	31	400
01/10/2016	2016	10	1	8607	BGY	NRN	BGY-NRN	71	2980	63834	175	34	450
01/10/2016	2016	10	1	8638	TPS	PEG	TPS-PEG	62	2860	64886	187	(null)	(null)
01/10/2016	2016	10	1	8647	TPS	TRS	TPS-TRS	82	3860	67553	184	(null)	(null)
01/10/2016	2016	10	1	8708	BRI	BVA	BRI-BVA	132	5550	66737	182	74	960
01/10/2016	2016	10	1	8728	MXP	STN	MXP-STN	94	3770	62746	160	16	210
01/10/2016	2016	10	1	8729	STN	MXP	STN-MXP	93	4050	63961	167	27	350
01/10/2016	2016	10	1	8732	MXP	SVQ	MXP-SVQ	142	5920	66410	174	47	620
01/10/2016	2016	10	1	8748	NOC	AGP	NOC-AGP	157	6250	66501	178	(null)	(null)
01/10/2016	2016	10	1	8802	EIN	TPS	EIN-TPS	140	6372	68242	179	78	1020
01/10/2016	2016	10	1	8804	CGN	AGP	CGN-AGP	173	7130	68496	181	121	1570
01/10/2016	2016	10	1	8807	FUE	BGY	FUE-BGY	220	9920	72777	180	86	1120
01/10/2016	2016	10	1	8826	BDS	TRN	BDS-TRN	89	3920	65884	175	30	390
01/10/2016	2016	10	1	8827	TRN	BDS	TRN-BDS	80	3565	63562	170	27	350
01/10/2016	2016	10	1	9002	GRO	BLL	GRO-BLL	133	5640	67027	171	80	1040
01/10/2016	2016	10	1	9022	WMI	ATH	WMI-ATH	135	5950	69911	176	173	2250
01/10/2016	2016	10	1	9072	ALC	MAN	ALC-MAN	143	5850	66954	181	76	990
01/10/2016	2016	10	1	9086	ALC	GOT	ALC-GOT	179	7846	68786	175	79	1030
01/10/2016	2016	10	1	9112	TRN	BCN	TRN-BCN	68	3190	63326	172	15	200
01/10/2016	2016	10	1	9124	EIN	GRO	EIN-GRO	103	4500	65267	173	44	570
01/10/2016	2016	10	1	9143	FAO	STN	FAO-STN	145	6381	68641	183	102	1320
01/10/2016	2016	10	1	9176	IBZ	DUB	IBZ-DUB	156	6957	67317	174	54	700
01/10/2016	2016	10	1	9185	EMA	ALC	EMA-ALC	138	5660	66319	181	101	1310
01/10/2016	2016	10	1	9205	HAM	OPO	HAM-OPO	171	7340	68696	184	(null)	(null)
01/10/2016	2016	10	1	9241	GRO	PSA	GRO-PSA	66	2770	62202	165	24	310
01/10/2016	2016	10	1	9283	FAO	STN	FAO-STN	145	6680	69965	185	123	1600
01/10/2016	2016	10	1	9339	CRL	PMI	CRL-PMI	116	4910	66319	179	101	770
01/10/2016	2016	10	1	9361	TPS	GRO	TPS-GRO	93	3660	63290	162	(null)	(null)
01/10/2016	2016	10	1	9375	GRO	TLL	GRO-TLL	185	7840	68043	174	67	870
01/10/2016	2016	10	1	9434	DUB	CIA	DUB-CIA	155	6971	70201	182	120	1560
01/10/2016	2016	10	1	9473	PSA	MAD	PSA-MAD	122	5500	66809	163	47	610
01/10/2016	2016	10	1	9615	CIA	EIN	CIA-EIN	107	4580	65975	175	47	610
01/10/2016	2016	10	1	9629	POZ	LPL	POZ-LPL	119	5120	65576	173	34	450
01/10/2016	2016	10	1	9633	CIA	BLL	CIA-BLL	123	5200	64977	158	83	1080
01/10/2016	2016	10	1	9639	WRO	CIA	WRO-CIA	101	4250	64542	171	42	550
01/10/2016	2016	10	1	9706	PMI	NYO	PMI-NYO	179	7678	68351	172	87	1130
01/10/2016	2016	10	1	9814	STN	BCN	STN-BCN	113	4517	63689	155	38	490
01/10/2016	2016	10	1	9862	LPL	AGP	LPL-AGP	149	6560	67353	173	123	1600
01/10/2016	2016	10	1	9866	HHN	PMI	HHN-PMI	113	4980	66628	185	110	1430
01/10/2016	2016	10	1	9912	BOH	GRO	BOH-GRO	102	4330	65213	164	59	770
01/10/2016	2016	10	1	9932	CAG	PSA	CAG-PSA	51	2380	66138	179	24	310
01/10/2016	2016	10	1	9948	FAO	ORK	FAO-ORK	141	6160	68460	186	109	1420
01/10/2016	2016	10	1	9966	MAD	PMO	MAD-PMO	120	5410	66664	173	63	820
01/10/2016	2016	10	1	1	DUB	DUB	DUB-DUB	40	1820	(null)	(null)	(null)	(null)
01/10/2016	2016	10	1	3	MAD	STN	MAD-STN	113	2870	(null)	(null)	(null)	(null)
01/10/2016	2016	10	1	11	STN	ATH	STN-ATH	185	7687	68696	149	43	550
01/10/2016	2016	10	1	12	BGY	HHN	BGY-HHN	55	2150	48633	(null)	(null)	(null)
01/10/2016	2016	10	1	14	ATH	STN	ATH-STN	209	9220	71399	189	83	1080
01/10/2016	2016	10	1	17	SKG	ATH	SKG-ATH	37	1600	61802	163	12	160
01/10/2016	2016	10	1	54	BCN	MRS	BCN-MRS	45	2370	64306	163	(null)	(null)
01/10/2016	2016	10	1	59	NYO	STN	NYO-STN	136	5668	63381	135	35	450
01/10/2016	2016	10	1	60	MAN	EMA	MAN-EMA	23	990	49739	(null)	(null)	(null)
01/10/2016	2016	10	1	73	CCF	STN	CCF-STN	92	3920	63544	158	91	1190
01/10/2016	2016	10	1	108	SNN	STN	SNN-STN	72	3102	59807	130	21	280
01/10/2016	2016	10	1	132	SXF	BCN	SXF-BCN	143	6150	67607	180	72	940
01/10/2016	2016	10	1	143	LGW	DUB	LGW-DUB	50	2476	61639	157	(null)	(null)
01/10/2016	2016	10	1	153	LBA	DUB	LBA-DUB	39	1890	63834	179	14	180
01/10/2016	2016	10	1	170	SXF	ATH	SXF-ATH	144	6340	68605	180	103	1340
01/10/2016	2016	10	1	171	ATH	SXF	ATH-SXF	153	7200	71399	184	115	1500
01/10/2016	2016	10	1	202	DUB	STN	DUB-STN	58	2590	61893	169	10	130
01/10/2016	2016	10	1	203	STN	DUB	STN-DUB	54	2500	62474	169	14	180
01/10/2016	2016	10	1	310	TSR	CRL	TSR-CRL	121	4950	63344	153	41	530
01/10/2016	2016	10	1	328	OTP	SXF	OTP-SXF	112	4911	64251	161	(null)	(null)
01/10/2016	2016	10	1	406	CPH	CIA	CPH-CIA	139	5380	65013	167	87	(null)
01/10/2016	2016	10	1	442	DUB	LPL	DUB-LPL	31	1600	57630	132	7	91
01/10/2016	2016	10	1	555	MAN	DUB	MAN-DUB	31	1700	62673	166	19	240
01/10/2016	2016	10	1	588	STN	PSA	STN-PSA	101	4785	65684	160	29	380
01/10/2016	2016	10	1	604	CPH	BUD	CPH-BUD	89	3814	63979	163	61	450
01/10/2016	2016	10	1	605	BUD	CPH	BUD-CPH	91	3900	65957	179	(null)	(null)
01/10/2016	2016	10	1	633	CPH	DUB	CPH-DUB	114	5360	68424	165	83	870
01/10/2016	2016	10	1	651	PIK	FAO	PIK-FAO	166	7090	68605	174	93	1210
01/10/2016	2016	10	1	656	AGP	PIK	AGP-PIK	179	8131	69639	179	88	1140
01/10/2016	2016	10	1	664	DUB	BHX	DUB-BHX	40	2080	62836	177	47	611
01/10/2016	2016	10	1	669	BHX	DUB	BHX-DUB	39	1720	58537	137	6	80
01/10/2016	2016	10	1	805	STN	NOC	STN-NOC	64	3008	64523	174	14	180
01/10/2016	2016	10	1	816	DUB	EDI	DUB-EDI	38	1760	62002	169	80	1040
01/10/2016	2016	10	1	857	RYG	DUB	RYG-DUB	115	5010	66918	186	66	860
01/10/2016	2016	10	1	902	ORK	STN	ORK-STN	61	2810	62601	173	19	250
01/10/2016	2016	10	1	905	STN	ORK	STN-ORK	63	2644	61766	160	27	350
01/10/2016	2016	10	1	982	STN	PSR	STN-PSR	125	5560	67535	161	52	680
01/10/2016	2016	10	1	1020	CTA	TRN	CTA-TRN	97	4200	66501	188	63	820
01/10/2016	2016	10	1	1030	TRN	CTA	TRN-CTA	97	4073	64687	174	38	430
01/10/2016	2016	10	1	1084	BVA	LIS	BVA-LIS	134	5900	66628	178	27	360
01/10/2016	2016	10	1	1085	BLQ	CTA	BLQ-CTA	77	3280	65158	181	53	689
01/10/2016	2016	10	1	1123	TFS	SCQ	TFS-SCQ	146	5890	65430	166	42	540
01/10/2016	2016	10	1	1144	SXF	MAN	SXF-MAN	109	4690	65213	181	63	820
01/10/2016	2016	10	1	1182	SNN	LGW	SNN-LGW	65	2780	59716	127	31	400
01/10/2016	2016	10	1	1203	PMI	STN	PMI-STN	125	5610	67607	184	114	1480
01/10/2016	2016	10	1	1236	ATH	JTR	ATH-JTR	30	1350	63163	184	58	750
01/10/2016	2016	10	1	1365	RBA	STN	RBA-STN	174	7886	69222	171	77	1010
01/10/2016	2016	10	1	1385	PGF	CRL	PGF-CRL	79	3637	64233	175	(null)	(null)
01/10/2016	2016	10	1	1395	RYG	STN	RYG-STN	101	4170	64850	187	68	880
01/10/2016	2016	10	1	1404	CGN	WMI	CGN-WMI	74	3390	65757	167	26	340
01/10/2016	2016	10	1	1442	DUB	LPL	DUB-LPL	34	1640	61168	163	33	429
01/10/2016	2016	10	1	1452	DUB	BRU	DUB-BRU	76	3410	62746	167	25	325
01/10/2016	2016	10	1	1453	BRU	DUB	BRU-DUB	72	3660	65975	159	40	520
01/10/2016	2016	10	1	1503	LBA	GDN	LBA-GDN	105	4580	65322	173	31	410
01/10/2016	2016	10	1	1516	FSC	BVA	FSC-BVA	101	4120	63997	173	(null)	(null)
01/10/2016	2016	10	1	1572	SXF	SDR	SXF-SDR	162	7090	68623	179	64	830
01/10/2016	2016	10	1	1573	SDR	SXF	SDR-SXF	122	5520	66464	176	(null)	(null)
01/10/2016	2016	10	1	1757	VLC	EMA	VLC-EMA	136	5990	68206	181	61	790
01/10/2016	2016	10	1	1905	STN	BRI	STN-BRI	140	6120	69566	172	71	920
01/10/2016	2016	10	1	1919	VLC	CRL	VLC-CRL	116	5060	65920	174	52	680
01/10/2016	2016	10	1	1932	CIA	NYO	CIA-NYO	145	5790	67263	182	89	1160
01/10/2016	2016	10	1	1956	EMA	FAO	EMA-FAO	153	6290	67462	173	135	1750
01/10/2016	2016	10	1	1957	FAO	EMA	FAO-EMA	174	7310	68260	185	(null)	(null)
01/10/2016	2016	10	1	2014	PRG	STN	PRG-STN	104	4500	64596	162	30	390
01/10/2016	2016	10	1	2040	CTA	TSF	CTA-TSF	84	3820	64542	179	60	780
01/10/2016	2016	10	1	2051	MAD	PMI	MAD-PMI	57	2510	62347	168	17	220
01/10/2016	2016	10	1	2054	PMI	MAD	PMI-MAD	64	3010	64723	173	59	770
01/10/2016	2016	10	1	2087	BGY	LIS	BGY-LIS	159	6830	67734	179	31	400
01/10/2016	2016	10	1	2102	OTP	CRL	OTP-CRL	155	6280	67644	178	62	810
01/10/2016	2016	10	1	2122	PRG	CRL	PRG-CRL	68	3283	62619	159	42	546
01/10/2016	2016	10	1	2233	BCN	NDR	BCN-NDR	76	3690	66446	176	70	910
01/10/2016	2016	10	1	2244	STN	VNO	STN-VNO	126	5150	64687	173	25	330
01/10/2016	2016	10	1	2281	STN	WMI	STN-WMI	107	4810	65793	180	32	420
01/10/2016	2016	10	1	2301	SNN	BVA	SNN-BVA	74	3300	60115	108	23	300
01/10/2016	2016	10	1	2315	BTS	STN	BTS-STN	122	4910	63997	166	44	580
01/10/2016	2016	10	1	2332	LBA	KRK	LBA-KRK	119	4900	66283	175	56	730
01/10/2016	2016	10	1	2372	STN	GDN	STN-GDN	99	4360	65122	172	32	420
01/10/2016	2016	10	1	2575	AGP	EIN	AGP-EIN	150	6889	69004	181	111	1440
01/10/2016	2016	10	1	2593	AGP	SDR	AGP-SDR	81	3640	66573	178	36	470
01/10/2016	2016	10	1	2594	SDR	AGP	SDR-AGP	68	2710	63109	176	39	510
01/10/2016	2016	10	1	2599	SXF	RIX	SXF-RIX	70	2960	63453	168	35	460
01/10/2016	2016	10	1	2600	RIX	SXF	RIX-SXF	92	3765	62709	153	26	340
01/10/2016	2016	10	1	2606	SXF	TSF	SXF-TSF	83	3430	63889	168	58	750
01/10/2016	2016	10	1	2828	CRL	REU	CRL-REU	105	4440	65721	161	79	660
01/10/2016	2016	10	1	2917	BRU	BCN	BRU-BCN	103	4280	64433	178	21	307
01/10/2016	2016	10	1	2925	BRU	LIS	BRU-LIS	156	6560	67970	187	55	720
