DepartureDate,DepartureYear,DepartureMonth,DepartureDay,FlightNumber,DepartureAirport,ArrivalAirport,Route,ActualFlightTime,ActualTotalFuel,ActualTOW,FLownPassengers,BagsCount,FlightBagsWeight
01/10/2016,2016,10,1,2928,BRU,OPO,BRU-OPO,132,5600,67063.0,178.0,29.0,437.0
01/10/2016,2016,10,1,2931,BRU,LIS,BRU-LIS,151,6616,67553.0,176.0,46.0,690.0
01/10/2016,2016,10,1,2933,BRU,ALC,BRU-ALC,130,5580,65938.0,176.0,50.0,650.0
01/10/2016,2016,10,1,3064,TFN,BCN,TFN-BCN,172,7043,67752.0,177.0,,
01/10/2016,2016,10,1,3094,BVA,SKG,BVA-SKG,151,6381,65993.0,161.0,36.0,470.0
01/10/2016,2016,10,1,3096,GDN,WMI,GDN-WMI,84,3200,60442.0,152.0,5.0,70.0
01/10/2016,2016,10,1,3097,WMI,GDN,WMI-GDN,32,1460,58973.0,151.0,,
01/10/2016,2016,10,1,3104,DUB,AMS,DUB-AMS,68,2980,64179.0,168.0,68.0,884.0
01/10/2016,2016,10,1,3172,EMA,ACE,EMA-ACE,237,10594,72850.0,185.0,138.0,1919.0
01/10/2016,2016,10,1,3243,BZR,MAN,BZR-MAN,109,4940,66392.0,178.0,84.0,1090.0
01/10/2016,2016,10,1,3746,PSA,CRL,PSA-CRL,79,3380,63544.0,170.0,49.0,640.0
01/10/2016,2016,10,1,3805,MAN,FUE,MAN-FUE,239,10210,69022.0,163.0,85.0,1110.0
01/10/2016,2016,10,1,3842,STN,REU,STN-REU,112,5190,67625.0,174.0,86.0,1170.0
01/10/2016,2016,10,1,3883,MLA,LTN,MLA-LTN,181,8040,69965.0,177.0,87.0,1130.0
01/10/2016,2016,10,1,3899,WMI,BGY,WMI-BGY,112,5040,65975.0,157.0,42.0,550.0
01/10/2016,2016,10,1,3918,STN,PMO,STN-PMO,165,7140,68297.0,171.0,75.0,980.0
01/10/2016,2016,10,1,3956,CIA,OTP,CIA-OTP,95,4000,64759.0,171.0,19.0,250.0
01/10/2016,2016,10,1,4054,WMI,EMA,WMI-EMA,140,6113,66791.0,175.0,48.0,620.0
01/10/2016,2016,10,1,4079,ALC,NCL,ALC-NCL,151,6700,68133.0,179.0,76.0,990.0
01/10/2016,2016,10,1,4088,MAN,FAO,MAN-FAO,151,6839,69603.0,186.0,117.0,1620.0
01/10/2016,2016,10,1,4136,WMI,BRS,WMI-BRS,156,6690,67898.0,175.0,51.0,670.0
01/10/2016,2016,10,1,4195,BGY,STN,BGY-STN,98,3960,64886.0,160.0,74.0,969.0
01/10/2016,2016,10,1,4231,BGY,BVA,BGY-BVA,80,3720,64741.0,171.0,18.0,240.0
01/10/2016,2016,10,1,4322,KRK,BLQ,KRK-BLQ,89,3746,62927.0,163.0,32.0,420.0
01/10/2016,2016,10,1,4331,TFS,MAN,TFS-MAN,240,10730,73956.0,183.0,109.0,1420.0
01/10/2016,2016,10,1,4348,BLQ,SVQ,BLQ-SVQ,146,6130,66755.0,177.0,35.0,460.0
01/10/2016,2016,10,1,4468,EMA,AGP,EMA-AGP,149,6770,68424.0,179.0,136.0,1770.0
01/10/2016,2016,10,1,4477,HHN,SCQ,HHN-SCQ,130,5460,66972.0,175.0,78.0,1010.0
01/10/2016,2016,10,1,4582,PUY,HHN,PUY-HHN,65,3180,64505.0,175.0,119.0,1549.0
01/10/2016,2016,10,1,4584,OPO,BCN,OPO-BCN,85,3620,64106.0,180.0,27.0,360.0
01/10/2016,2016,10,1,4658,BGY,BRI,BGY-BRI,68,3020,63743.0,184.0,10.0,130.0
01/10/2016,2016,10,1,4704,BGY,BRI,BGY-BRI,70,2830,63036.0,78.0,15.0,200.0
01/10/2016,2016,10,1,4731,BGY,SXF,BGY-SXF,72,3380,66065.0,170.0,39.0,510.0
01/10/2016,2016,10,1,4741,GLA,WMI,GLA-WMI,132,5340,64397.0,167.0,40.0,520.0
01/10/2016,2016,10,1,4852,FCO,CTA,FCO-CTA,52,2630,66337.0,180.0,27.0,360.0
01/10/2016,2016,10,1,4857,CTA,FCO,CTA-FCO,59,2800,64197.0,182.0,37.0,480.0
01/10/2016,2016,10,1,4862,CRL,BLQ,CRL-BLQ,75,3100,61313.0,147.0,45.0,390.0
01/10/2016,2016,10,1,4869,PEG,CRL,PEG-CRL,95,3900,62510.0,158.0,55.0,720.0
01/10/2016,2016,10,1,4877,BGY,CAG,BGY-CAG,74,3200,65467.0,182.0,38.0,500.0
01/10/2016,2016,10,1,4879,CIA,CAG,CIA-CAG,51,2300,64070.0,172.0,6.0,80.0
01/10/2016,2016,10,1,4904,FCO,PMO,FCO-PMO,42,2327,63816.0,179.0,62.0,800.0
01/10/2016,2016,10,1,4916,PMO,TRN,PMO-TRN,80,3440,63635.0,180.0,30.0,390.0
01/10/2016,2016,10,1,4932,PMO,BVA,PMO-BVA,132,5720,66827.0,170.0,51.0,750.0
01/10/2016,2016,10,1,4967,SUF,STN,SUF-STN,166,7250,68877.0,177.0,73.0,950.0
01/10/2016,2016,10,1,5093,SUF,BGY,SUF-BGY,85,3610,64324.0,177.0,19.0,250.0
01/10/2016,2016,10,1,5173,BLL,STN,BLL-STN,79,3350,63236.0,168.0,43.0,560.0
01/10/2016,2016,10,1,5214,HHN,BRI,HHN-BRI,103,4660,68151.0,174.0,86.0,1120.0
01/10/2016,2016,10,1,5215,BRI,HHN,BRI-HHN,106,4844,66991.0,178.0,115.0,1499.0
01/10/2016,2016,10,1,5234,MLA,NRN,MLA-NRN,154,6550,64832.0,147.0,59.0,770.0
01/10/2016,2016,10,1,5235,NRN,ACE,NRN-ACE,256,10980,71870.0,172.0,108.0,1400.0
01/10/2016,2016,10,1,5316,SCQ,MAD,SCQ-MAD,55,2420,64070.0,180.0,24.0,310.0
01/10/2016,2016,10,1,5318,SCQ,MAD,SCQ-MAD,53,2313,64469.0,181.0,35.0,460.0
01/10/2016,2016,10,1,5352,MAD,RBA,MAD-RBA,72,3392,63870.0,144.0,72.0,940.0
01/10/2016,2016,10,1,5355,IBZ,MAD,IBZ-MAD,50,2430,64650.0,177.0,53.0,690.0
01/10/2016,2016,10,1,5485,OPO,MAD,OPO-MAD,42,2130,63363.0,171.0,29.0,380.0
01/10/2016,2016,10,1,5599,HAU,ALC,HAU-ALC,202,8971,70782.0,187.0,120.0,1560.0
01/10/2016,2016,10,1,5713,FAO,HHN,FAO-HHN,150,6889,69349.0,184.0,100.0,1299.0
01/10/2016,2016,10,1,5775,GLA,DUB,GLA-DUB,35,1621,56832.0,111.0,19.0,240.0
01/10/2016,2016,10,1,5876,FAO,HHN,FAO-HHN,157,7165,70183.0,180.0,117.0,1530.0
01/10/2016,2016,10,1,5991,MAD,STN,MAD-STN,112,4712,64832.0,172.0,56.0,730.0
01/10/2016,2016,10,1,5994,STN,MAD,STN-MAD,126,5540,67807.0,178.0,37.0,480.0
01/10/2016,2016,10,1,6006,LIL,MRS,LIL-MRS,78,3490,64759.0,164.0,20.0,260.0
01/10/2016,2016,10,1,6253,PIK,LPA,PIK-LPA,267,11710,72705.0,177.0,93.0,1210.0
01/10/2016,2016,10,1,6254,LPA,PIK,LPA-PIK,258,11090,70999.0,168.0,89.0,1160.0
01/10/2016,2016,10,1,6316,CRL,MRS,CRL-MRS,80,3700,65848.0,173.0,74.0,480.0
01/10/2016,2016,10,1,6317,MRS,CRL,MRS-CRL,83,3598,63435.0,166.0,45.0,590.0
01/10/2016,2016,10,1,6324,MXP,SOF,MXP-SOF,100,4077,63290.0,161.0,31.0,410.0
01/10/2016,2016,10,1,6329,SOF,BCN,SOF-BCN,160,6500,67916.0,176.0,58.0,750.0
01/10/2016,2016,10,1,6341,BCN,FCO,BCN-FCO,76,3370,63381.0,169.0,24.0,310.0
01/10/2016,2016,10,1,6354,BGY,BCN,BGY-BCN,77,3190,63326.0,176.0,11.0,140.0
01/10/2016,2016,10,1,6373,ACE,BCN,ACE-BCN,158,6620,66265.0,161.0,47.0,610.0
01/10/2016,2016,10,1,6384,BCN,SDR,BCN-SDR,59,2630,63508.0,157.0,14.0,180.0
01/10/2016,2016,10,1,6391,GRO,NRN,GRO-NRN,101,4280,65267.0,175.0,87.0,1130.0
01/10/2016,2016,10,1,6446,CRL,SKG,CRL-SKG,146,6180,66374.0,161.0,72.0,690.0
01/10/2016,2016,10,1,6452,PMO,BGY,PMO-BGY,79,3640,65721.0,167.0,17.0,220.0
01/10/2016,2016,10,1,6532,OPO,MRS,OPO-MRS,103,4640,67517.0,176.0,56.0,730.0
01/10/2016,2016,10,1,6653,AGP,EDI,AGP-EDI,179,8158,69294.0,179.0,84.0,1090.0
01/10/2016,2016,10,1,6698,EDI,LPA,EDI-LPA,261,11480,73956.0,186.0,128.0,1660.0
01/10/2016,2016,10,1,6702,IBZ,BLQ,IBZ-BLQ,87,3730,64523.0,173.0,52.0,680.0
01/10/2016,2016,10,1,6703,IBZ,CIA,IBZ-CIA,84,3610,63199.0,164.0,31.0,400.0
01/10/2016,2016,10,1,6726,HHN,PSR,HHN-PSR,88,3506,63852.0,184.0,47.0,620.0
01/10/2016,2016,10,1,6874,BCN,DUB,BCN-DUB,136,5900,65757.0,169.0,69.0,900.0
01/10/2016,2016,10,1,6875,DUB,BCN,DUB-BCN,126,5380,65957.0,181.0,104.0,1352.0
01/10/2016,2016,10,1,6912,MST,GRO,MST-GRO,98,4032,60787.0,117.0,37.0,550.0
01/10/2016,2016,10,1,6932,CRL,RBA,CRL-RBA,187,7882,68714.0,172.0,138.0,1200.0
01/10/2016,2016,10,1,7000,FCO,BRU,FCO-BRU,97,4300,62365.0,158.0,30.0,390.0
01/10/2016,2016,10,1,7010,BRU,FCO,BRU-FCO,101,4080,63725.0,173.0,23.0,307.0
01/10/2016,2016,10,1,7024,WMI,RYG,WMI-RYG,85,3580,62056.0,165.0,65.0,850.0
01/10/2016,2016,10,1,7045,AGP,DUB,AGP-DUB,158,6853,69276.0,189.0,96.0,1250.0
01/10/2016,2016,10,1,7069,SKG,CIA,SKG-CIA,85,3530,64614.0,185.0,28.0,360.0
01/10/2016,2016,10,1,7148,DUB,VNO,DUB-VNO,155,6600,66192.0,175.0,76.0,988.0
01/10/2016,2016,10,1,7156,DUB,MAD,DUB-MAD,121,5600,68823.0,187.0,152.0,1976.0
01/10/2016,2016,10,1,7198,HAM,PMI,HAM-PMI,144,6195,67934.0,187.0,,
01/10/2016,2016,10,1,7242,DUB,MLA,DUB-MLA,202,8984,71834.0,175.0,141.0,
01/10/2016,2016,10,1,7257,MAD,DUB,MAD-DUB,127,5651,67190.0,175.0,71.0,920.0
01/10/2016,2016,10,1,7339,BOD,SVQ,BOD-SVQ,84,3650,64415.0,179.0,50.0,650.0
01/10/2016,2016,10,1,7356,DUB,BSL,DUB-BSL,110,5100,64560.0,139.0,71.0,923.0
01/10/2016,2016,10,1,7407,CPH,LTN,CPH-LTN,93,3823,64923.0,177.0,25.0,220.0
01/10/2016,2016,10,1,7412,EIN,FAO,EIN-FAO,170,7400,69929.0,181.0,109.0,1420.0
01/10/2016,2016,10,1,7465,TUF,OPO,TUF-OPO,101,4372,65031.0,177.0,27.0,350.0
01/10/2016,2016,10,1,7475,BVA,OPO,BVA-OPO,115,5079,65158.0,171.0,18.0,240.0
01/10/2016,2016,10,1,7493,GLA,STN,GLA-STN,56,2594,62836.0,169.0,24.0,310.0
01/10/2016,2016,10,1,7495,GLA,STN,GLA-STN,58,2826,63072.0,171.0,30.0,390.0
01/10/2016,2016,10,1,7729,RAK,MAD,RAK-MAD,102,4644,65612.0,176.0,,
01/10/2016,2016,10,1,7793,MLA,BLQ,MLA-BLQ,100,4080,63290.0,158.0,48.0,620.0
01/10/2016,2016,10,1,7844,EDI,CFU,EDI-CFU,197,8410,69004.0,159.0,99.0,1290.0
01/10/2016,2016,10,1,7845,CFU,EDI,CFU-EDI,205,9133,70274.0,181.0,100.0,1300.0
01/10/2016,2016,10,1,7893,GOT,EDI,GOT-EDI,95,4140,62728.0,161.0,40.0,520.0
01/10/2016,2016,10,1,7951,BGY,CTA,BGY-CTA,87,3900,65993.0,188.0,45.0,590.0
01/10/2016,2016,10,1,7973,STN,BSL,STN-BSL,73,3400,65122.0,154.0,66.0,860.0
01/10/2016,2016,10,1,8023,CRL,CCF,CRL-CCF,85,3810,65557.0,168.0,60.0,410.0
01/10/2016,2016,10,1,8024,CCF,CRL,CCF-CRL,87,3492,62764.0,169.0,62.0,809.0
01/10/2016,2016,10,1,8166,STN,TFS,STN-TFS,249,10740,72614.0,180.0,97.0,650.0
01/10/2016,2016,10,1,8183,FUE,STN,FUE-STN,220,9878,70111.0,173.0,90.0,1170.0
01/10/2016,2016,10,1,8364,SVQ,STN,SVQ-STN,142,6300,68333.0,175.0,83.0,1080.0
01/10/2016,2016,10,1,8389,ZAD,STN,ZAD-STN,125,5270,66211.0,171.0,62.0,8000.0
01/10/2016,2016,10,1,8405,STN,WRO,STN-WRO,89,4210,67752.0,178.0,20.0,260.0
01/10/2016,2016,10,1,8412,BGY,BUD,BGY-BUD,65,3038,64415.0,176.0,68.0,880.0
01/10/2016,2016,10,1,8506,GDN,RYG,GDN-RYG,70,2940,,142.0,57.0,750.0
01/10/2016,2016,10,1,8518,PMI,RYG,PMI-RYG,182,7447,65104.0,138.0,76.0,990.0
01/10/2016,2016,10,1,8603,VLC,NRN,VLC-NRN,124,5170,65122.0,168.0,31.0,400.0
01/10/2016,2016,10,1,8607,BGY,NRN,BGY-NRN,71,2980,63834.0,175.0,34.0,450.0
01/10/2016,2016,10,1,8638,TPS,PEG,TPS-PEG,62,2860,64886.0,187.0,,
01/10/2016,2016,10,1,8647,TPS,TRS,TPS-TRS,82,3860,67553.0,184.0,,
01/10/2016,2016,10,1,8708,BRI,BVA,BRI-BVA,132,5550,66737.0,182.0,74.0,960.0
01/10/2016,2016,10,1,8728,MXP,STN,MXP-STN,94,3770,62746.0,160.0,16.0,210.0
01/10/2016,2016,10,1,8729,STN,MXP,STN-MXP,93,4050,63961.0,167.0,27.0,350.0
01/10/2016,2016,10,1,8732,MXP,SVQ,MXP-SVQ,142,5920,66410.0,174.0,47.0,620.0
01/10/2016,2016,10,1,8748,NOC,AGP,NOC-AGP,157,6250,66501.0,178.0,,
01/10/2016,2016,10,1,8802,EIN,TPS,EIN-TPS,140,6372,68242.0,179.0,78.0,1020.0
01/10/2016,2016,10,1,8804,CGN,AGP,CGN-AGP,173,7130,68496.0,181.0,121.0,1570.0
01/10/2016,2016,10,1,8807,FUE,BGY,FUE-BGY,220,9920,72777.0,180.0,86.0,1120.0
01/10/2016,2016,10,1,8826,BDS,TRN,BDS-TRN,89,3920,65884.0,175.0,30.0,390.0
01/10/2016,2016,10,1,8827,TRN,BDS,TRN-BDS,80,3565,63562.0,170.0,27.0,350.0
01/10/2016,2016,10,1,9002,GRO,BLL,GRO-BLL,133,5640,67027.0,171.0,80.0,1040.0
01/10/2016,2016,10,1,9022,WMI,ATH,WMI-ATH,135,5950,69911.0,176.0,173.0,2250.0
01/10/2016,2016,10,1,9072,ALC,MAN,ALC-MAN,143,5850,66954.0,181.0,76.0,990.0
01/10/2016,2016,10,1,9086,ALC,GOT,ALC-GOT,179,7846,68786.0,175.0,79.0,1030.0
01/10/2016,2016,10,1,9112,TRN,BCN,TRN-BCN,68,3190,63326.0,172.0,15.0,200.0
01/10/2016,2016,10,1,9124,EIN,GRO,EIN-GRO,103,4500,65267.0,173.0,44.0,570.0
01/10/2016,2016,10,1,9143,FAO,STN,FAO-STN,145,6381,68641.0,183.0,102.0,1320.0
01/10/2016,2016,10,1,9176,IBZ,DUB,IBZ-DUB,156,6957,67317.0,174.0,54.0,700.0
01/10/2016,2016,10,1,9185,EMA,ALC,EMA-ALC,138,5660,66319.0,181.0,101.0,1310.0
01/10/2016,2016,10,1,9205,HAM,OPO,HAM-OPO,171,7340,68696.0,184.0,,
01/10/2016,2016,10,1,9241,GRO,PSA,GRO-PSA,66,2770,62202.0,165.0,24.0,310.0
01/10/2016,2016,10,1,9283,FAO,STN,FAO-STN,145,6680,69965.0,185.0,123.0,1600.0
01/10/2016,2016,10,1,9339,CRL,PMI,CRL-PMI,116,4910,66319.0,179.0,101.0,770.0
01/10/2016,2016,10,1,9361,TPS,GRO,TPS-GRO,93,3660,63290.0,162.0,,
01/10/2016,2016,10,1,9375,GRO,TLL,GRO-TLL,185,7840,68043.0,174.0,67.0,870.0
01/10/2016,2016,10,1,9434,DUB,CIA,DUB-CIA,155,6971,70201.0,182.0,120.0,1560.0
01/10/2016,2016,10,1,9473,PSA,MAD,PSA-MAD,122,5500,66809.0,163.0,47.0,610.0
01/10/2016,2016,10,1,9615,CIA,EIN,CIA-EIN,107,4580,65975.0,175.0,47.0,610.0
01/10/2016,2016,10,1,9629,POZ,LPL,POZ-LPL,119,5120,65576.0,173.0,34.0,450.0
01/10/2016,2016,10,1,9633,CIA,BLL,CIA-BLL,123,5200,64977.0,158.0,83.0,1080.0
01/10/2016,2016,10,1,9639,WRO,CIA,WRO-CIA,101,4250,64542.0,171.0,42.0,550.0
01/10/2016,2016,10,1,9706,PMI,NYO,PMI-NYO,179,7678,68351.0,172.0,87.0,1130.0
01/10/2016,2016,10,1,9814,STN,BCN,STN-BCN,113,4517,63689.0,155.0,38.0,490.0
01/10/2016,2016,10,1,9862,LPL,AGP,LPL-AGP,149,6560,67353.0,173.0,123.0,1600.0
01/10/2016,2016,10,1,9866,HHN,PMI,HHN-PMI,113,4980,66628.0,185.0,110.0,1430.0
01/10/2016,2016,10,1,9912,BOH,GRO,BOH-GRO,102,4330,65213.0,164.0,59.0,770.0
01/10/2016,2016,10,1,9932,CAG,PSA,CAG-PSA,51,2380,66138.0,179.0,24.0,310.0
01/10/2016,2016,10,1,9948,FAO,ORK,FAO-ORK,141,6160,68460.0,186.0,109.0,1420.0
01/10/2016,2016,10,1,9966,MAD,PMO,MAD-PMO,120,5410,66664.0,173.0,63.0,820.0
01/10/2016,2016,10,1,1,DUB,DUB,DUB-DUB,40,1820,,,,
01/10/2016,2016,10,1,3,MAD,STN,MAD-STN,113,2870,,,,
01/10/2016,2016,10,1,11,STN,ATH,STN-ATH,185,7687,68696.0,149.0,43.0,550.0
01/10/2016,2016,10,1,12,BGY,HHN,BGY-HHN,55,2150,48633.0,,,
01/10/2016,2016,10,1,14,ATH,STN,ATH-STN,209,9220,71399.0,189.0,83.0,1080.0
01/10/2016,2016,10,1,17,SKG,ATH,SKG-ATH,37,1600,61802.0,163.0,12.0,160.0
01/10/2016,2016,10,1,54,BCN,MRS,BCN-MRS,45,2370,64306.0,163.0,,
01/10/2016,2016,10,1,59,NYO,STN,NYO-STN,136,5668,63381.0,135.0,35.0,450.0
01/10/2016,2016,10,1,60,MAN,EMA,MAN-EMA,23,990,49739.0,,,
01/10/2016,2016,10,1,73,CCF,STN,CCF-STN,92,3920,63544.0,158.0,91.0,1190.0
01/10/2016,2016,10,1,108,SNN,STN,SNN-STN,72,3102,59807.0,130.0,21.0,280.0
01/10/2016,2016,10,1,132,SXF,BCN,SXF-BCN,143,6150,67607.0,180.0,72.0,940.0
01/10/2016,2016,10,1,143,LGW,DUB,LGW-DUB,50,2476,61639.0,157.0,,
01/10/2016,2016,10,1,153,LBA,DUB,LBA-DUB,39,1890,63834.0,179.0,14.0,180.0
01/10/2016,2016,10,1,170,SXF,ATH,SXF-ATH,144,6340,68605.0,180.0,103.0,1340.0
01/10/2016,2016,10,1,171,ATH,SXF,ATH-SXF,153,7200,71399.0,184.0,115.0,1500.0
01/10/2016,2016,10,1,202,DUB,STN,DUB-STN,58,2590,61893.0,169.0,10.0,130.0
01/10/2016,2016,10,1,203,STN,DUB,STN-DUB,54,2500,62474.0,169.0,14.0,180.0
01/10/2016,2016,10,1,310,TSR,CRL,TSR-CRL,121,4950,63344.0,153.0,41.0,530.0
01/10/2016,2016,10,1,328,OTP,SXF,OTP-SXF,112,4911,64251.0,161.0,,
01/10/2016,2016,10,1,406,CPH,CIA,CPH-CIA,139,5380,65013.0,167.0,87.0,
01/10/2016,2016,10,1,442,DUB,LPL,DUB-LPL,31,1600,57630.0,132.0,7.0,91.0
01/10/2016,2016,10,1,555,MAN,DUB,MAN-DUB,31,1700,62673.0,166.0,19.0,240.0
01/10/2016,2016,10,1,588,STN,PSA,STN-PSA,101,4785,65684.0,160.0,29.0,380.0
01/10/2016,2016,10,1,604,CPH,BUD,CPH-BUD,89,3814,63979.0,163.0,61.0,450.0
01/10/2016,2016,10,1,605,BUD,CPH,BUD-CPH,91,3900,65957.0,179.0,,
01/10/2016,2016,10,1,633,CPH,DUB,CPH-DUB,114,5360,68424.0,165.0,83.0,870.0
01/10/2016,2016,10,1,651,PIK,FAO,PIK-FAO,166,7090,68605.0,174.0,93.0,1210.0
01/10/2016,2016,10,1,656,AGP,PIK,AGP-PIK,179,8131,69639.0,179.0,88.0,1140.0
01/10/2016,2016,10,1,664,DUB,BHX,DUB-BHX,40,2080,62836.0,177.0,47.0,611.0
01/10/2016,2016,10,1,669,BHX,DUB,BHX-DUB,39,1720,58537.0,137.0,6.0,80.0
01/10/2016,2016,10,1,805,STN,NOC,STN-NOC,64,3008,64523.0,174.0,14.0,180.0
01/10/2016,2016,10,1,816,DUB,EDI,DUB-EDI,38,1760,62002.0,169.0,80.0,1040.0
01/10/2016,2016,10,1,857,RYG,DUB,RYG-DUB,115,5010,66918.0,186.0,66.0,860.0
01/10/2016,2016,10,1,902,ORK,STN,ORK-STN,61,2810,62601.0,173.0,19.0,250.0
01/10/2016,2016,10,1,905,STN,ORK,STN-ORK,63,2644,61766.0,160.0,27.0,350.0
01/10/2016,2016,10,1,982,STN,PSR,STN-PSR,125,5560,67535.0,161.0,52.0,680.0
01/10/2016,2016,10,1,1020,CTA,TRN,CTA-TRN,97,4200,66501.0,188.0,63.0,820.0
01/10/2016,2016,10,1,1030,TRN,CTA,TRN-CTA,97,4073,64687.0,174.0,38.0,430.0
01/10/2016,2016,10,1,1084,BVA,LIS,BVA-LIS,134,5900,66628.0,178.0,27.0,360.0
01/10/2016,2016,10,1,1085,BLQ,CTA,BLQ-CTA,77,3280,65158.0,181.0,53.0,689.0
01/10/2016,2016,10,1,1123,TFS,SCQ,TFS-SCQ,146,5890,65430.0,166.0,42.0,540.0
01/10/2016,2016,10,1,1144,SXF,MAN,SXF-MAN,109,4690,65213.0,181.0,63.0,820.0
01/10/2016,2016,10,1,1182,SNN,LGW,SNN-LGW,65,2780,59716.0,127.0,31.0,400.0
01/10/2016,2016,10,1,1203,PMI,STN,PMI-STN,125,5610,67607.0,184.0,114.0,1480.0
01/10/2016,2016,10,1,1236,ATH,JTR,ATH-JTR,30,1350,63163.0,184.0,58.0,750.0
01/10/2016,2016,10,1,1365,RBA,STN,RBA-STN,174,7886,69222.0,171.0,77.0,1010.0
